name,location,total_price,Nbr_of_nights,Nbr_of_persons,room_type,beds,rating,rating_title,number_of_ratings,distance_from_centre,start_date,end_date,breakfast_inclusion,free_cancellation,url
Best Western Urban Hotel & Spa,Moulins, 2941,30,2,Small Standard Double Room,1 double bed,7.8,Good,"1,385 reviews",1.8 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/hotel-spa-grand-palais-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=24317846_88985491_2_2_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=176&highlighted_blocks=24317846_88985491_2_2_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=24317846_88985491_2_2_0__294100&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Sohosuite,Wazemmes, 2943,30,2,One-Bedroom Apartment 201,"2 beds(1 sofa bed, 1 large double)",9.3,Superb,289 reviews,1.9 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/sohosuite.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=184423502_91775121_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=177&highlighted_blocks=184423502_91775121_2_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=184423502_91775121_2_0_0__294299&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'City Confort Lille - Euralille,Lille, 2948,30,2,Double Studio New Generation,1 double bed,8.1,Very good,494 reviews,1.2 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appart-city-cap-affaires-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=22870319_88922115_0_1_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=178&highlighted_blocks=22870319_88922115_0_1_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=22870319_88922115_0_1_0__294800&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Studio de l'Imprimeur,Vieux Lille, 2970,30,2,One-Bedroom Apartment,1 large double bed,9.1,Superb,82 reviews,400 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/studio-de-l-39-imprimeur.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=118351301_194262794_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=179&highlighted_blocks=118351301_194262794_2_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=118351301_194262794_2_0_0__297000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy ap for 4pers,Lille Centre, 2989,30,2,Apartment,"3 beds(2 singles, 1 double)",,,,350 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appartement-2-chambres.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=642548802_265477930_4_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=180&highlighted_blocks=642548802_265477930_4_0_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=642548802_265477930_4_0_0__298890&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy ap for 4pers,Lille Centre, 2989,30,2,Apartment,2 double beds,,,,350 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appartement-2-chambres-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=642677502_265477861_4_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=181&highlighted_blocks=642677502_265477861_4_0_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=642677502_265477861_4_0_0__298890&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement de charme Vieux-Lille,Vieux Lille, 3015,30,2,Apartment,"2 beds(1 double, 1 sofa bed)",9.2,Superb,10 reviews,300 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/45-rue-de-la-clef.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=447943901_134811952_0_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=182&highlighted_blocks=447943901_134811952_0_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=447943901_134811952_0_0_0__301499&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Luxurious familial flat in central Lille close to Solferino - Welkeys,Wazemmes, 3026,30,2,Apartment,"3 beds(1 double, 2 sofa beds)",,,,1.1 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/luxurious-familial-flat-in-central-lille-close-to-solferino-welkeys.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=619358902_265508303_6_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=183&highlighted_blocks=619358902_265508303_6_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=619358902_265508303_6_0_0__302576&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Rihour,Lille Centre, 3050,30,2,One-Bedroom Apartment,3 double beds,6.7,Review score,3 reviews,350 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/rihour.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=619761402_242428208_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=184&highlighted_blocks=619761402_242428208_2_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=619761402_242428208_2_0_0__305000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Large and calm flat in La Madeleine at the doors of Lille - Welkeys,Lille, 3052,30,2,Apartment,3 large double beds,,,,1.2 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/large-and-calm-flat-in-la-madeleine-at-the-doors-of-lille-welkeys.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=644606702_265506893_6_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=185&highlighted_blocks=644606702_265506893_6_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=644606702_265506893_6_0_0__305190&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Le Chat Qui Dort - Suites,Vieux Lille, 3088,30,2,Deluxe Apartment,"2 beds(1 sofa bed, 1 large double)",9.3,Superb,45 reviews,350 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-chat-qui-dort-suites.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=542433103_269045075_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=186&highlighted_blocks=542433103_269045075_2_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=542433103_269045075_2_0_0__308760&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Apartment Relais Princesse,Vieux Lille, 3089,30,2,Double Room with Private Bathroom,1 large double bed,9,Superb,187 reviews,1.1 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/apartment-relais-princesse.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=113912004_269910845_0_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=187&highlighted_blocks=113912004_269910845_0_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=113912004_269910845_0_0_0__308880&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Brueghel,Lille Centre, 3106,30,2,Double Room with Bath,1 double bed,8.1,Very good,"1,248 reviews",300 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/brueghel.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=5378002_217336453_0_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=188&highlighted_blocks=5378002_217336453_0_0_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=5378002_217336453_0_0_0__310600&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement 65 m2 rue piétonne de Lille,Lille Centre, 3125,30,2,Two-Bedroom Apartment,"3 beds(2 doubles, 1 sofa bed)",9,Superb,3 reviews,250 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-65-m2-rue-pietonne-de-lille-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=660328101_270551062_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=189&highlighted_blocks=660328101_270551062_2_0_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=660328101_270551062_2_0_0__312480&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Centre - Nice and cozy flat 4pers 2bdr 2bathrooms,Lille Centre, 3148,30,2,Apartment,2 double beds,,,,400 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appart-2ch-2sdb.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=641808202_265477914_4_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=190&highlighted_blocks=641808202_265477914_4_0_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=641808202_265477914_4_0_0__314831&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement grande chaussée Lille,Vieux Lille, 3150,30,2,One-Bedroom Apartment,"2 beds(1 double, 1 sofa bed)",7.9,Good,7 reviews,250 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-grande-chaussee-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=617786101_266038617_4_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=191&highlighted_blocks=617786101_266038617_4_0_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=617786101_266038617_4_0_0__315000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Cosy appartement proche Gares,Lille, 3159,30,2,Two-Bedroom Apartment,"3 beds(1 double, 2 sofa beds)",8.8,Fabulous,15 reviews,1.4 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/cosy-appartement-proche-gares.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=455735301_207457171_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=192&highlighted_blocks=455735301_207457171_2_0_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=455735301_207457171_2_0_0__315859&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement 60m2 / Hyper Centre (Gares et Vieux Lille),Lille Centre, 3159,30,2,Apartment,"3 beds(2 doubles, 1 sofa bed)",9.5,Exceptional,112 reviews,450 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-60m2-47-hyper-centre-gares-et-vieux-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=400619201_194958033_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=193&highlighted_blocks=400619201_194958033_2_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=400619201_194958033_2_0_0__315899&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Hotel Art Deco Euralille,Lille, 3210,30,2,Traditional Double Room,1 large double bed,8.1,Very good,780 reviews,1.4 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/hotelsrtdecoromarinlille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=5133806_210627819_2_2_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=194&highlighted_blocks=5133806_210627819_2_2_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=5133806_210627819_2_2_0__321000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
HOTEL AMBASSADEUR,Lille Centre, 3270,30,2,Double Room,1 double bed,8.3,Very good,574 reviews,550 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/ambassadeur-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=476227802_204799526_0_2_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=195&highlighted_blocks=476227802_204799526_0_2_0&hpos=20&no_rooms=1&sr_order=price&sr_pri_blocks=476227802_204799526_0_2_0__327000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Apartment standing vieux lille,Lille Centre, 3310,30,2,Two-Bedroom Apartment,"3 beds(1 double, 1 sofa bed, 1 large double)",8.8,Fabulous,133 reviews,300 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/t3-neuf-60-m2-standing-vieux-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=187678701_241940940_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=196&highlighted_blocks=187678701_241940940_2_0_0&hpos=21&no_rooms=1&sr_order=price&sr_pri_blocks=187678701_241940940_2_0_0__331000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Les Toquées Maison d'hôtes,Bois Blancs, 3328,30,2,Deluxe Double Room,1 large double bed,8.7,Fabulous,388 reviews,2 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/les-toquees.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=209416303_95770111_0_2_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=197&highlighted_blocks=209416303_95770111_0_2_0&hpos=22&no_rooms=1&sr_order=price&sr_pri_blocks=209416303_95770111_0_2_0__332759&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le jardin du prefet,Vauban, 3329,30,2,Apartment,"4 beds(1 single, 1 double, 2 sofa beds)",7.2,Good,33 reviews,1.2 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-jardin-du-prefet.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=339124001_279079693_0_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=198&highlighted_blocks=339124001_279079693_0_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=339124001_279079693_0_0_0__332888&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
LA VILLA DES CHAMPS,Lille, 3380,30,2,Deluxe King Suite,1 large double bed,9.6,Exceptional,20 reviews,1.7 km,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/la-villa-des-champs.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=444704001_227640642_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=199&highlighted_blocks=444704001_227640642_2_0_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=444704001_227640642_2_0_0__338000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Mama Shelter Lille,Lille Centre, 3430,30,2,Small Double Room,1 double bed,8.6,Fabulous,634 reviews,600 m,Monday 1 March 2021,Wednesday 31 March 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/mama-shelter-lille.en-gb.html?aid=356980&sid=4e406ee235c4db436c4847d62fa11b0d&all_sr_blocks=454272104_138376488_2_2_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=200&highlighted_blocks=454272104_138376488_2_2_0&hpos=25&no_rooms=1&sr_order=price&sr_pri_blocks=454272104_138376488_2_2_0__343000&srepoch=1605067179&srpvid=96831c15f1b80089&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Place aux Oignons Vieux Lille 4 personnes,Vieux Lille, 3430,30,2,Apartment with Terrace,"2 beds(1 double, 1 sofa bed)",9.1,Superb,70 reviews,500 m,Monday 1 March 2021,Wednesday 31 March 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/place-aux-oignons-vieux-lille-4-personnes.en-gb.html?aid=356980&sid=a56acecb68e71a65933f88217528f980&all_sr_blocks=276223601_174932013_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=201&highlighted_blocks=276223601_174932013_2_0_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=276223601_174932013_2_0_0__343000&srepoch=1605067183&srpvid=96831c17dc5b00f5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
A l'Origine,Fives, 3460,30,2,Double Room with Private Bathroom,1 large double bed,8.1,Very good,340 reviews,2.1 km,Monday 1 March 2021,Wednesday 31 March 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/a-l-origine.en-gb.html?aid=356980&sid=a56acecb68e71a65933f88217528f980&all_sr_blocks=54732201_225292020_2_1_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=202&highlighted_blocks=54732201_225292020_2_1_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=54732201_225292020_2_1_0__345999&srepoch=1605067183&srpvid=96831c17dc5b00f5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
APPARTEMENT CONFORT VIEUX-LILLE,Vieux Lille, 3510,30,2,Superior Apartment,"2 beds(1 sofa bed, 1 large double)",8.8,Fabulous,12 reviews,950 m,Monday 1 March 2021,Wednesday 31 March 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-confort-vieux-lille.en-gb.html?aid=356980&sid=a56acecb68e71a65933f88217528f980&all_sr_blocks=520895701_182136856_2_0_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=203&highlighted_blocks=520895701_182136856_2_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=520895701_182136856_2_0_0__350999&srepoch=1605067183&srpvid=96831c17dc5b00f5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'City Confort Lille Grand Palais,Lille Centre, 3516,30,2,Twin Studio New Generation,2 single beds,7.7,Good,107 reviews,1.6 km,Monday 1 March 2021,Wednesday 31 March 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/appart-city-lille-grand-palais.en-gb.html?aid=356980&sid=a56acecb68e71a65933f88217528f980&all_sr_blocks=5392115_122522005_0_1_0&checkin=2021-03-01&checkout=2021-03-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=204&highlighted_blocks=5392115_122522005_0_1_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=5392115_122522005_0_1_0__351599&srepoch=1605067183&srpvid=96831c17dc5b00f5&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
